año,mes,fecha,pulse_score,cobertura_pct,disponibilidad_pct,n_vars,n_vars_total,produccion_disponible,mes_cerrado,elegible_modelo,estado,delta_1m,delta_comparable_1m,efecto_composicion_1m,cobertura_comun_1m_pct,composicion_estable_1m,delta_3m,delta_comparable_3m,efecto_composicion_3m,cobertura_comun_3m_pct,composicion_estable_3m
2024,1,2024-01-01,54.06,100.0,100.0,15,15,True,True,True,utilizable,0.84,0.8364,0.0036,100.0,True,5.13,5.1276,0.0024,100.0,True
2024,2,2024-02-01,54.13,100.0,100.0,15,15,True,True,True,utilizable,0.07,0.07,-0.0,100.0,True,0.85,0.8472,0.0028,100.0,True
2024,3,2024-03-01,54.57,100.0,100.0,15,15,True,True,True,utilizable,0.44,0.4433,-0.0033,100.0,True,1.35,1.3497,0.0003,100.0,True
2024,4,2024-04-01,53.21,100.0,100.0,15,15,True,True,True,utilizable,-1.36,-1.3647,0.0047,100.0,True,-0.85,-0.8514,0.0014,100.0,True
2024,5,2024-05-01,57.54,100.0,100.0,15,15,True,True,True,utilizable,4.33,4.3312,-0.0012,100.0,True,3.41,3.4097,0.0003,100.0,True
2024,6,2024-06-01,55.07,100.0,100.0,15,15,True,True,True,utilizable,-2.47,-2.4686,-0.0014,100.0,True,0.5,0.4978,0.0022,100.0,True
2024,7,2024-07-01,52.2,100.0,100.0,15,15,True,True,True,utilizable,-2.87,-2.8697,-0.0003,100.0,True,-1.01,-1.0071,-0.0029,100.0,True
2024,8,2024-08-01,47.76,100.0,100.0,15,15,True,True,True,utilizable,-4.44,-4.4423,0.0023,100.0,True,-9.78,-9.7806,0.0006,100.0,True
2024,9,2024-09-01,49.2,100.0,100.0,15,15,True,True,True,utilizable,1.44,1.4427,-0.0027,100.0,True,-5.87,-5.8693,-0.0007,100.0,True
2024,10,2024-10-01,54.45,100.0,100.0,15,15,True,True,True,utilizable,5.25,5.2463,0.0037,100.0,True,2.25,2.2467,0.0033,100.0,True
2024,11,2024-11-01,54.78,100.0,100.0,15,15,True,True,True,utilizable,0.33,0.3361,-0.0061,100.0,True,7.02,7.0251,-0.0051,100.0,True
2024,12,2024-12-01,54.07,100.0,100.0,15,15,True,True,True,utilizable,-0.71,-0.7084,-0.0016,100.0,True,4.87,4.874,-0.004,100.0,True
2025,1,2025-01-01,50.56,100.0,100.0,15,15,True,True,True,utilizable,-3.51,-3.5136,0.0036,100.0,True,-3.89,-3.886,-0.004,100.0,True
2025,2,2025-02-01,52.78,100.0,100.0,15,15,True,True,True,utilizable,2.22,2.2225,-0.0025,100.0,True,-2.0,-1.9995,-0.0005,100.0,True
2025,3,2025-03-01,48.1,100.0,100.0,15,15,True,True,True,utilizable,-4.68,-4.6871,0.0071,100.0,True,-5.97,-5.9782,0.0082,100.0,True
2025,4,2025-04-01,46.65,100.0,100.0,15,15,True,True,True,utilizable,-1.45,-1.4503,0.0003,100.0,True,-3.91,-3.9148,0.0048,100.0,True
2025,5,2025-05-01,50.83,100.0,100.0,15,15,True,True,True,utilizable,4.18,4.1812,-0.0012,100.0,True,-1.95,-1.9562,0.0062,100.0,True
2025,6,2025-06-01,49.93,100.0,100.0,15,15,True,True,True,utilizable,-0.9,-0.9011,0.0011,100.0,True,1.83,1.8298,0.0002,100.0,True
2025,7,2025-07-01,55.09,100.0,100.0,15,15,True,True,True,utilizable,5.16,5.1678,-0.0078,100.0,True,8.44,8.4478,-0.0078,100.0,True
2025,8,2025-08-01,51.89,100.0,100.0,15,15,True,True,True,utilizable,-3.2,-3.2029,0.0029,100.0,True,1.06,1.0637,-0.0037,100.0,True
2025,9,2025-09-01,47.54,100.0,100.0,15,15,True,True,True,utilizable,-4.35,-4.3516,0.0016,100.0,True,-2.39,-2.3868,-0.0032,100.0,True
2025,10,2025-10-01,44.67,100.0,100.0,15,15,True,True,True,utilizable,-2.87,-2.8668,-0.0032,100.0,True,-10.42,-10.4213,0.0013,100.0,True
2025,11,2025-11-01,42.32,100.0,100.0,15,15,True,True,True,utilizable,-2.35,-2.3503,0.0003,100.0,True,-9.57,-9.5687,-0.0013,100.0,True
2025,12,2025-12-01,41.94,100.0,100.0,15,15,True,True,True,utilizable,-0.38,-0.3804,0.0004,100.0,True,-5.6,-5.5975,-0.0025,100.0,True
2026,1,2026-01-01,39.42,100.0,100.0,15,15,True,True,True,utilizable,-2.52,-2.5243,0.0043,100.0,True,-5.25,-5.255,0.005,100.0,True
2026,2,2026-02-01,50.95,100.0,100.0,15,15,True,True,True,utilizable,11.53,11.5299,0.0001,100.0,True,8.63,8.6252,0.0048,100.0,True
2026,3,2026-03-01,53.12,100.0,100.0,15,15,True,True,True,utilizable,2.17,2.1775,-0.0075,100.0,True,11.18,11.1831,-0.0031,100.0,True
2026,4,2026-04-01,61.82,100.0,100.0,15,15,True,True,True,utilizable,8.7,8.6947,0.0053,100.0,True,22.4,22.4021,-0.0021,100.0,True
2026,5,2026-05-01,61.15,100.0,100.0,15,15,True,True,True,utilizable,-0.67,-0.6716,0.0016,100.0,True,10.2,10.2006,-0.0006,100.0,True
2026,6,2026-06-01,64.53,75.0,75.0,14,15,False,True,False,provisional,3.38,-5.19,8.57,75.0,False,11.41,4.0624,7.3476,75.0,False
2026,7,2026-07-01,63.53,75.0,75.0,14,15,False,True,False,provisional,-1.0,-0.9917,-0.0083,75.0,True,1.71,-7.9453,9.6553,75.0,False
2026,8,2026-08-01,68.23,75.0,75.0,14,15,False,True,False,provisional,4.7,4.6933,0.0067,75.0,True,7.08,-1.4885,8.5685,75.0,False
2026,9,2026-09-01,73.79,57.0,57.0,10,15,False,False,False,provisional,5.56,3.6876,1.8724,57.0,False,9.26,8.1132,1.1468,57.0,False
